year,country,party,vote,seat,family,lrgen,galtan,country_name,econ_ideology,social_ideology
2019,3,Grunen,8.9,9.3999996,7,3.238095283508301,1.095238089561462,Germany,-0.35238094329833985,-0.7809523820877076
2019,3,SPD,20.5,21.6,5,3.61904764175415,3.38095235824585,Germany,-0.27619047164917,-0.32380952835083
2024,3,Grunen,14.8,16.1,7,3.055555582046509,1.611111164093018,Germany,-0.38888888359069823,-0.6777777671813964
2024,3,FW,0.0,0.0,9,6.75,6.699999809265137,Germany,0.35,0.33999996185302733
2024,3,FDP,11.5,12.5,3,6.05555534362793,3.222222328186035,Germany,0.21111106872558594,-0.35555553436279297
2024,3,BSW,0.0,0.0,6,3.625,7.0625,Germany,-0.275,0.4125
2024,3,SPD,25.7,28.0,5,3.473684310913086,3.611111164093018,Germany,-0.3052631378173828,-0.2777777671813964
2024,3,CSU,6.2,6.0999999,4,7.571428775787354,7.538461685180664,Germany,0.5142857551574709,0.5076923370361328
2024,3,LINKE,4.9,5.3000002,6,1.421052575111389,2.29411768913269,Germany,-0.7157894849777222,-0.541176462173462
2024,3,CDU,18.9,20.700001,4,6.5789475440979,6.55555534362793,Germany,0.31578950881958007,0.3111110687255859
2024,3,AfD,10.3,11.3,1,9.263157844543455,9.38888931274414,Germany,0.8526315689086911,0.8777778625488282
1999,4,KKE,5.6,3.7,6,1.142857193946838,3.428571462631226,Greece,-0.7714285612106324,-0.3142857074737548
1999,4,PASOK,41.5,54.0,5,5.0,3.714285612106323,Greece,0.0,-0.25714287757873544
1999,4,POLA,2.9,0.0,2,7.571428775787354,7.0,Greece,0.5142857551574709,0.4
1999,4,SYN,5.1,3.3,6,3.428571462631226,2.428571462631226,Greece,-0.3142857074737548,-0.5142857074737548
1999,4,DIKKI,4.4,3.0,6,3.0,4.428571224212646,Greece,-0.4,-0.11428575515747089
1999,4,ND,38.1,36.0,2,6.571428775787354,7.142857074737549,Greece,0.31428575515747087,0.4285714149475098
